order_id,customer_id,product,category,quantity,price,order_date,country,total
O1419,C006,Headphones,Audio,2,999,2024-11-02,US,1998
O1420,C002,Laptop,Computer,3,1999,2024-11-03,US,5997
O1421,C002,Keyboard,Accessory,1,1999,2024-11-03,UK,1999
O1422,C006,Monitor,Computer,1,1299,2024-11-04,Germany,1299
O1423,C003,Mouse,Accessory,2,1299,2024-11-05,US,2598
O1424,C008,Laptop,Computer,5,299,2024-11-06,UK,1495
O1425,C005,Keyboard,Accessory,1,599,2024-11-06,UK,599
O1426,C001,Keyboard,Accessory,1,1299,2024-11-07,US,1299
O1427,C004,Monitor,Computer,3,99,2024-11-08,Germany,297
O1428,C001,Headphones,Audio,4,1299,2024-11-09,France,5196
O1429,C004,Keyboard,Accessory,2,299,2024-11-09,France,598
O1430,C001,Keyboard,Accessory,2,1999,2024-11-10,UK,3998
O1431,C006,Keyboard,Accessory,5,299,2024-11-11,US,1495
O1432,C005,Keyboard,Accessory,5,1999,2024-11-11,US,9995
O1433,C008,Phone,Mobile,2,1999,2024-11-12,UK,3998
O1434,C004,Phone,Mobile,5,599,2024-11-13,UK,2995
O1435,C008,Headphones,Audio,3,1299,2024-11-14,France,3897
O1436,C008,Laptop,Computer,2,99,2024-11-14,UK,198
O1437,C008,Keyboard,Accessory,5,99,2024-11-15,US,495
O1438,C007,Monitor,Computer,2,999,2024-11-16,UK,1998
O1439,C003,Laptop,Computer,4,1999,2024-11-17,UK,7996
O1440,C001,Monitor,Computer,1,99,2024-11-17,UK,99
O1441,C008,Laptop,Computer,2,599,2024-11-18,China,1198
O1442,C001,Headphones,Audio,1,1999,2024-11-19,Germany,1999
O1443,C008,Keyboard,Accessory,5,599,2024-11-20,China,2995
O1444,C004,Keyboard,Accessory,1,99,2024-11-20,US,99
O1445,C003,Mouse,Accessory,2,99,2024-11-21,UK,198
O1446,C003,Monitor,Computer,4,999,2024-11-22,US,3996
O1447,C006,Laptop,Computer,5,99,2024-11-22,US,495
O1448,C007,Laptop,Computer,2,1999,2024-11-23,Germany,3998
O1449,C006,Phone,Mobile,5,1999,2024-11-24,UK,9995
O1450,C006,Mouse,Accessory,3,1999,2024-11-25,US,5997
O1451,C006,Phone,Mobile,1,999,2024-11-25,UK,999
O1452,C006,Phone,Mobile,3,999,2024-11-26,UK,2997
O1453,C006,Phone,Mobile,2,99,2024-11-27,France,198
O1454,C005,Monitor,Computer,4,299,2024-11-28,US,1196
O1455,C003,Monitor,Computer,5,299,2024-11-28,UK,1495
O1456,C006,Headphones,Audio,1,999,2024-11-29,UK,999
O1457,C008,Headphones,Audio,5,99,2024-11-30,US,495
O1458,C003,Phone,Mobile,2,299,2024-12-01,France,598
O1459,C003,Mouse,Accessory,5,99,2024-12-01,Germany,495
O1460,C002,Laptop,Computer,1,99,2024-12-02,China,99
O1461,C005,Monitor,Computer,2,99,2024-12-03,France,198
O1462,C006,Mouse,Accessory,5,1299,2024-12-03,UK,6495
O1463,C001,Keyboard,Accessory,4,1999,2024-12-04,France,7996
O1464,C004,Monitor,Computer,2,99,2024-12-05,US,198
O1465,C007,Monitor,Computer,2,1299,2024-12-06,UK,2598
O1466,C008,Headphones,Audio,4,999,2024-12-06,Germany,3996
O1467,C001,Laptop,Computer,3,299,2024-12-07,UK,897
O1468,C005,Laptop,Computer,1,1999,2024-12-08,Germany,1999
O1469,C004,Keyboard,Accessory,3,299,2024-12-09,US,897
O1470,C005,Keyboard,Accessory,5,1999,2024-12-09,US,9995
O1471,C008,Monitor,Computer,4,299,2024-12-10,France,1196
O1472,C003,Phone,Mobile,3,1999,2024-12-11,Germany,5997
O1473,C004,Headphones,Audio,2,299,2024-12-11,US,598
O1474,C003,Headphones,Audio,5,299,2024-12-12,US,1495
O1475,C008,Monitor,Computer,5,299,2024-12-13,UK,1495
O1476,C001,Mouse,Accessory,3,299,2024-12-14,US,897
O1477,C008,Phone,Mobile,3,999,2024-12-14,UK,2997
O1478,C001,Monitor,Computer,4,99,2024-12-15,France,396
O1479,C004,Phone,Mobile,1,599,2024-12-16,US,599
O1480,C004,Phone,Mobile,3,1299,2024-12-17,France,3897
O1481,C006,Phone,Mobile,3,599,2024-12-17,UK,1797
O1482,C005,Monitor,Computer,2,599,2024-12-18,UK,1198
O1483,C006,Headphones,Audio,5,1999,2024-12-19,France,9995
O1484,C005,Headphones,Audio,1,99,2024-12-20,UK,99
O1485,C006,Phone,Mobile,2,1999,2024-12-20,UK,3998
O1486,C003,Mouse,Accessory,4,99,2024-12-21,UK,396
O1487,C004,Laptop,Computer,4,99,2024-12-22,China,396
O1488,C001,Monitor,Computer,3,299,2024-12-22,France,897
O1489,C005,Laptop,Computer,3,999,2024-12-23,UK,2997
O1490,C008,Mouse,Accessory,4,299,2024-12-24,UK,1196
O1491,C005,Monitor,Computer,3,999,2024-12-25,UK,2997
O1492,C001,Phone,Mobile,1,1999,2024-12-25,France,1999
O1493,C006,Headphones,Audio,3,999,2024-12-26,France,2997
O1494,C005,Laptop,Computer,5,1999,2024-12-27,UK,9995
O1495,C007,Keyboard,Accessory,3,599,2024-12-28,UK,1797
O1496,C003,Keyboard,Accessory,2,599,2024-12-28,UK,1198
O1497,C004,Mouse,Accessory,1,999,2024-12-29,France,999
O1498,C001,Phone,Mobile,2,999,2024-12-30,France,1998
O1499,C004,Laptop,Computer,2,1999,2024-12-31,UK,3998
